incident_name,incident_created_year,incident_created_month,incident_created_day,incident_created_hour,incident_created_minute,incident_latitude,incident_longitude,class_label
Murphy Fire,2017,7,17,14,44,38.86056,-122.62382,1
Mesa Fire,2017,7,17,14,55,34.72379,-120.13249,1
Fox Fire,2017,7,17,15,32,36.18815,-118.78928,1
Hudson Fire,2017,7,18,11,45,34.94373,-119.44751,1
Laverne Fire,2017,7,18,12,39,40.47106,-122.43608,1
Ellis Fire,2017,7,18,15,34,33.75526,-117.25075,1
Hogback Fire,2017,7,18,15,50,36.64404,-118.99944,1
Willms Fire,2017,7,18,22,39,37.81827,-120.65764,1
Marble Fire,2017,7,19,14,0,41.478,-123.506,1
Humboldt Fire,2017,7,19,16,2,39.76243,-121.74121,1
Creek Fire,2017,7,19,17,30,39.75425,-122.17657,1
Zenon Fire,2017,7,20,14,43,35.06472,-120.5634,1
Elephant Fire,2017,7,20,19,16,36.22265,-119.06598,1
Grizzly Fire,2017,7,21,16,50,39.36902,-120.97586,1
Dollar Fire,2017,7,22,13,35,34.20152,-117.14466,1
Lost Fire,2017,7,22,15,0,33.34659,-116.66107,1
Seine Fire,2017,7,22,15,49,34.139,-117.199,1
Warner Mountain Lightning,2017,7,23,0,0,41.338,-120.304,1
High Fire,2017,7,23,15,53,34.41204,-117.03031,1
Castro Fire,2017,7,23,16,7,36.96607,-121.55552,1
Olive Fire,2017,7,24,14,43,35.7751,-120.23656,1
Spenceville Fire,2017,7,24,14,56,39.06522,-121.3519,1
Clear Complex (merged into Eclipse Complex),2017,7,25,12,45,41.702,-123.508,1
Woodland Fire,2017,7,25,14,13,38.69775,-120.73757,1
Ranch Fire,2017,7,26,13,58,38.559707,-120.70013,1
Latrobe Fire,2017,7,26,14,45,38.5181,-121.104,1
Orleans Complex,2017,7,26,18,0,41.59,-123.501,1
Weller Fire,2017,7,26,23,19,37.44485,-121.84108,1
Greenhorn Fire,2017,7,27,14,49,39.16826,-120.95498,1
Live Fire,2017,7,28,13,24,40.1583,-122.3209,1
Gorman Fire,2017,7,28,15,25,34.792882,-118.851943,1
Placentia Fire,2017,7,28,18,11,33.81976,-117.18552,1
Jacksonville Fire,2017,7,29,13,50,37.905545,-120.408135,1
Hill Fire,2017,7,29,16,33,41.9808,-121.9741,1
Sky Fire,2017,7,29,17,29,40.69259,-122.17384,1
Minerva Fire,2017,7,29,18,55,39.9034,-120.9761,1
Largo Fire,2017,7,30,1,45,38.538332,-121.039267,1
Garden Fire,2017,7,30,16,17,35.543,-118.654,1
Twist Fire,2017,7,30,16,28,37.90014,-120.36005,1
Roadrunner Fire,2017,7,30,17,43,36.0226,-118.94252,1
Summit Complex,2017,7,31,13,44,38.329,-119.782,1
Rose Fire,2017,7,31,14,22,33.689092,-117.396404,1
Mile Fire,2017,7,31,14,44,34.19076,-117.26969,1
Independence Fire,2017,7,31,23,17,38.70289,-122.90217,1
Empire Fire,2017,8,1,8,45,37.644,-119.618,1
Sway Fire,2017,8,1,10,23,40.39799,-123.57562,1
Falls Fire,2017,8,1,16,33,37.65986,-120.31157,1
Sandy Fire,2017,8,2,8,30,40.79902,-123.39253,1
Red Fire,2017,8,2,10,15,35.40357,-120.28037,1
Camatta Fire,2017,8,2,10,33,35.4403,-120.2913,1
Sandy Fire,2017,8,2,11,13,40.804,-123.375,1
Indian Fire,2017,8,2,18,0,36.257,-118.296,1
Saw Fire,2017,8,3,11,58,40.11794,-123.76099,1
Parker 2 Fire,2017,8,3,14,0,41.466,-120.321,1
Bryant Fire,2017,8,3,15,35,34.08492,-117.03826,1
Rincon Fire,2017,8,3,16,21,34.23925,-117.85182,1
Blocksburg Fire,2017,8,3,16,41,40.27582,-123.64281,1
Stewart Fire,2017,8,4,14,25,34.009026,-117.239099,1
Calgary Fire,2017,8,5,13,16,35.70639,-118.47307,1
W-2 Fire,2017,8,6,15,29,41.11989,-120.74968,1
Chilcoot Fire,2017,8,6,15,32,39.75371,-120.1397,1
Poslin Fire,2017,8,6,19,52,39.888,-120.066,1
Reed Fire,2017,8,7,14,14,33.57139,-116.8247,1
Young Fire,2017,8,7,17,45,41.853,-123.676,1
Country Fire,2017,8,7,18,8,35.86596,-120.64584,1
Ruth Complex,2017,8,7,22,30,40.17598,-123.36882,1
Bottle Fire,2017,8,8,16,40,38.94599,-122.81135,1
Rose Fire,2017,8,10,14,32,34.92907,-118.9267,1
Paskenta Fire ,2017,8,10,17,24,39.87983,-122.5415,1
Canyon Fire,2017,8,11,12,57,38.49336,-122.2483,1
Tilton Fire,2017,8,11,14,55,37.14653,-121.68165,1
Yankee Fire,2017,8,11,16,6,35.7908,-120.77485,1
Ward Fire,2017,8,13,12,41,41.99279,-122.9401,1
Nuevo Fire,2017,8,13,13,34,33.797216,-117.124538,1
Blaine Fire,2017,8,13,16,10,33.98212,-117.30819,1
Coronado Fire,2017,8,13,16,23,37.62823,-120.30046,1
South Fork Fire,2017,8,14,14,28,37.538,-119.598,1
Mias Fire,2017,8,14,15,45,33.95036,-116.88066,1
Eclipse Complex,2017,8,15,7,55,41.841,-123.474,1
Corner Fire,2017,8,17,14,15,40.92602,-121.5935,1
Hills Fire,2017,8,19,16,31,33.87679,-117.00258,1
Beale Fire,2017,8,20,14,44,39.1234,-121.32957,1
Toll Fire,2017,8,20,16,26,39.9864,-120.89746,1
Eclipse Fire,2017,8,21,14,0,32.65003,-116.42907,1
Range Fire,2017,8,22,14,0,37.72543,-121.90516,1
Juniper Fire,2017,8,23,13,28,36.099681,-120.443545,1
I-5 Fire,2017,8,24,18,13,36.05187,-120.05404,1
Montezuma Fire,2017,8,26,11,30,33.20988,-116.46989,1
Peg Fire,2017,8,26,12,35,40.80968,-120.48641,1
Flat Fire,2017,8,26,14,31,36.93332,-119.43376,1
Vestal Fire,2017,8,26,15,3,40.29831,-122.70449,1
Bodega Fire,2017,8,27,13,30,38.26294,-122.71998,1
Canyon Fire,2017,8,27,14,51,33.6444,-117.3968,1
Mines Fire,2017,8,27,17,45,37.56181,-121.56425,1
Hill Fire,2017,8,27,18,47,36.7279,-119.28241,1
Translator Fire,2017,8,28,8,1,41.02705,-123.63721,1
Sandra Fire,2017,8,28,17,6,38.34421,-120.72274,1
Bradley Fire,2017,8,28,21,38,41.222,-122.27499,1
Bradley Fire,2017,8,28,22,0,41.222,-122.292,1
Pier Fire,2017,8,29,8,29,36.15356,-118.74103,1
Railroad Fire,2017,8,29,12,19,37.44663,-119.64622,1
Ponderosa Fire,2017,8,29,13,16,39.57701,-121.30209,1
Mud Fire,2017,8,29,14,36,40.43962,-120.22215,1
Slinkard Fire,2017,8,29,15,15,38.655,-119.55425,1
Owens Fire,2017,8,29,15,39,41.99483,-121.90077,1
4-4 Fire,2017,8,30,11,38,41.4844,-120.36659,1
4-10 Fire,2017,8,30,14,50,41.64469,-120.31814,1
Pleasant Fire,2017,8,30,15,38,39.34292,-121.12004,1
Coalinga Fire,2017,8,30,16,51,36.36113,-120.32685,1
Helena - Fork Fire,2017,8,30,18,0,40.76025,-123.10003,1
Miller Fire,2017,8,31,13,57,40.03697,-123.64214,1
Castaic Fire,2017,8,31,16,32,34.52055,-118.62882,1
Border Fire,2017,9,1,4,20,32.6001,-116.76997,1
Hopper Fire,2017,9,1,11,21,40.71923,-122.02525,1
La Tuna Fire ,2017,9,1,13,26,34.22957,-118.2674,1
Caldwell Fire,2017,9,1,14,37,35.76,-118.406,1
Palmer Fire,2017,9,2,13,33,33.97471,-117.09984,1
Parkfield Fire,2017,9,3,9,23,36.09486,-120.52189,1
Mission Fire,2017,9,3,13,6,37.21616,-119.48067,1
Peak Fire,2017,9,3,13,10,37.37397,-119.83556,1
Creek Fire,2017,9,3,16,23,38.12,-119.941,1
Margarita Fire,2017,9,3,16,59,35.31886,-120.50886,1
Bally Fire,2017,9,3,19,17,36.99092,-121.59899,1
Mills File,2017,9,3,20,32,40.13278,-120.9204,1
Mule Fire,2017,9,5,14,55,39.01748,-122.49327,1
Eureka Fire,2017,9,5,18,38,39.75312,-120.75485,1
Rattlesnake Fire,2017,9,7,15,0,37.73596,-119.78256,1
Border 9 Fire,2017,9,7,15,41,32.59252,-116.61609,1
Ellie Fire,2017,9,10,13,49,33.73547,-117.33364,1
Berry Fire,2017,9,11,6,58,40.98352,-121.81623,1
Shaver Fire,2017,9,11,10,0,37.10067,-119.32109,1
Pine Fire,2017,9,11,15,11,36.17297,-120.87609,1
Skeggs Fire,2017,9,11,19,41,37.41591,-122.3001,1
Hole Fire,2017,9,12,12,45,41.98128,-124.01168,1
Skeleton Fire,2017,9,12,14,36,39.44543,-122.85194,1
Slides Fire,2017,9,12,16,8,39.42604,-123.03344,1
Pacific Fire,2017,9,12,17,24,39.44257,-121.60683,1
Buck Fire,2017,9,12,17,42,40.2275,-123.03583,1
French Fire,2017,9,17,15,18,38.5758,-120.915,1
Eastman Fire,2017,9,18,16,4,37.14624,-120.015509,1
Table Fire,2017,9,19,0,22,37.896778,-120.504134,1
Grape Fire,2017,9,19,13,2,39.02482,-123.1362,1
Corral Fire,2017,9,19,14,5,37.63358,-121.49925,1
Murphy Fire,2017,9,19,19,47,36.24653,-120.31598,1
Huasna Fire,2017,9,20,13,41,35.12269,-120.39387,1
Dexter Fire,2017,9,20,14,53,37.76888,-120.15846,1
Power Fire,2017,9,20,21,7,36.94652,-120.90462,1
Estate Fire,2017,9,23,11,5,38.4446,-122.0041,1
Cove Fire,2017,9,23,15,40,35.76343,-121.04445,1
32 Fire,2017,9,25,11,3,39.8255,-121.7127,1
Canyon Fire,2017,9,25,13,3,33.8668,-117.68598,1
Edwards Fire,2017,9,26,12,22,37.77982,-122.169,1
Jasper Fire,2017,9,26,15,20,39.03168,-121.40947,1
Poly Fire,2017,9,26,15,30,35.3024,-120.65279,1
Linne Fire,2017,9,26,16,45,35.5956,-120.56068,1
Lion Fire,2017,9,27,14,0,36.27138,-118.48555,1
Soda Fire,2017,9,28,14,46,40.07613,-121.56858,1
Rucker Fire,2017,9,29,14,42,34.67403,-120.4393,1
Lakewood Fire,2017,9,29,15,58,35.59302,-118.46734,1
Melba Fire,2017,9,29,18,1,33.74925,-117.10301,1
Timm Fire,2017,10,2,9,37,38.43658,-121.97233,1
Ramblin Fire,2017,10,3,11,44,37.41231,-119.87465,1
36 Fire,2017,10,3,16,22,40.20077,-122.24731,1
Ridge Fire,2017,10,6,14,38,39.15016,-122.576,1
Fort Fire,2017,10,7,20,0,38.51937,-123.24713,1
Lobo Fire (Wind Complex),2017,10,8,0,1,39.24549,-121.12792,1
Jones Fire,2017,10,8,4,53,40.70627,-122.24199,1
Freeway Fire,2017,10,8,12,15,40.24789,-122.255,1
Blue Fire,2017,10,8,16,40,40.88516,-123.96844,1
Cherokee Fire,2017,10,8,21,45,39.62496,-121.52966,1
Tubbs Fire (Central LNU Complex),2017,10,8,21,45,38.60895,-122.62879,1
Cascade Fire (Wind Complex),2017,10,8,23,3,39.32198,-121.4021,1
Redwood Valley Fire (Mendocino Lake Complex),2017,10,8,23,36,39.24873,-123.16635,1
Partrick Fire (Central LNU Complex),2017,10,8,23,48,38.31802,-122.39052,1
McCourtney Fire (Wind Complex),2017,10,9,0,0,39.19325,-121.08406,1
LaPorte Fire (Wind Complex),2017,10,9,0,57,39.39455,-121.40613,1
Point Fire,2017,10,9,1,10,38.40234,-120.52953,1
Pressley Fire (Central LNU Complex),2017,10,9,1,30,38.36685,-122.64001,1
Pocket Fire (Central LNU Complex),2017,10,9,8,30,38.76549,-122.90939,1
Canyon 2 Fire,2017,10,9,9,51,33.87041,-117.70975,1
37 Fire,2017,10,9,14,0,38.14242,-122.47301,1
Pozo Fire,2017,10,9,14,30,35.28738,-120.44448,1
Honey Fire,2017,10,9,15,5,39.74679,-121.67261,1
Atlas Fire (Southern LNU Complex),2017,10,9,21,52,38.39206,-122.24367,1
Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),2017,10,9,22,0,38.4041,-122.5209,1
Sulphur Fire (Mendocino Lake Complex),2017,10,9,23,59,39.01387,-122.64543,1
Garden Fire,2017,10,10,12,30,39.06414,-121.13737,1
Portola Fire,2017,10,10,14,57,33.50488,-117.02132,1
Ice Fire,2017,10,10,15,36,38.77921,-120.46234,1
Silver Fire,2017,10,11,15,59,36.7528,-119.2288,1
Quarry Fire,2017,10,12,10,42,35.19008,-118.76152,1
Lynch Fire,2017,10,13,12,14,35.78616,-120.96514,1
Table Fire,2017,10,13,13,16,38.848,-120.287,1
Loma Fire,2017,10,13,15,40,33.38613,-117.46709,1
Long Fire,2017,10,14,5,0,39.0199,-122.57487,1
River Fire,2017,10,14,16,0,40.46836,-123.51619,1
Oakmont Fire (Central LNU Complex),2017,10,14,20,35,38.46123,-122.58152,1
Wilson Fire,2017,10,15,14,5,33.18716,-116.50897,1
York Fire,2017,10,15,14,55,36.5858,-121.80377,1
Rolling Fire,2017,10,15,17,11,35.3091,-118.701,1
Bear Fire,2017,10,16,22,30,37.18356,-122.07012,1
Wilson Fire,2017,10,17,3,43,34.22551,-118.05545,1
Buffalo Fire,2017,10,17,10,19,33.402411,-117.402445,1
Fallon Fire,2017,10,17,14,0,37.7393,-121.85663,1
Milton Fire,2017,10,18,12,53,37.89532,-120.84748,1
Soda Fire,2017,10,20,12,13,35.41112,-120.00353,1
Church Fire,2017,10,21,13,4,32.64962,-116.37345,1
Extension Fire,2017,10,23,10,31,33.8826,-117.00589,1
Freeway Fire,2017,10,24,10,27,34.13534,-117.4982,1
Vista Fire,2017,10,24,14,44,34.34949,-119.30918,1
Tank Fire,2017,10,26,11,55,35.21556,-118.56578,1
Wildomar Fire,2017,10,26,12,34,33.60247,-117.34192,1
Tehama Fire,2017,10,26,20,0,40.02261,-121.91425,1
 Bridge Fire,2017,10,31,11,22,40.774,-122.309,1
Roser Fire,2017,11,2,14,40,39.81517,-122.28165,1
Chris Fire,2017,11,13,11,28,38.46111,-119.48284,1
Palm Fire,2017,11,14,16,11,33.90327,-116.50151,1
Bitterwater Fire,2017,11,25,16,46,36.38109,-121.00391,1
Oak Fire,2017,11,29,12,19,34.035344,-116.940661,1
Riverdale Fire,2017,12,4,12,26,33.96514,-117.4764,1
Thomas Fire,2017,12,4,18,28,34.41521,-119.09124,1
Creek Fire,2017,12,5,3,44,34.31283,-118.35863,1
Rye Fire,2017,12,5,11,31,34.45283,-118.58188,1
Meyers Fire,2017,12,5,13,28,34.21829,-117.40625,1
Little Mountain Fire,2017,12,5,13,35,34.16564,-117.33334,1
Skirball Fire,2017,12,6,6,31,34.09454,-118.48178,1
Lilac Fire,2017,12,7,11,15,33.3237,-117.163,1
Liberty Fire,2017,12,7,13,14,33.59257,-117.14979,1
Longhorn Fire,2017,12,13,15,27,33.88994,-116.91023,1
Coast Fire,2017,12,14,12,59,34.605358,-120.414875,1
Drum Fire,2017,12,16,12,21,34.71796,-120.27077,1
Riverbottom Fire,2017,12,21,11,16,33.9885,-117.38417,1
Haycamp Fire,2018,2,7,15,53,35.96689,-121.28185,1
Pleasant Fire,2018,2,18,14,12,37.40208,-118.50235,1
Santa Cruz Fire,2018,3,27,14,45,34.0232,-119.76576,1
Rock Fire,2018,3,27,16,20,40.4635,-121.77419,1
Meadow Fire,2018,4,9,18,18,33.86439,-117.48144,1
Aqueduct Fire,2018,4,12,14,30,35.92436,-119.94083,1
Tyler Fire,2018,4,15,4,38,33.711263,-116.164058,1
Moffat Fire,2018,4,19,10,28,36.71537,-118.08449,1
Lago Fire,2018,4,22,13,35,33.88744,-117.16232,1
Grape Fire,2018,4,24,16,59,40.70258,-123.55012,1
French Fire,2018,4,26,15,0,39.89075,-120.18499,1
Main Fire,2018,4,28,14,26,33.67815,-117.32281,1
Nees Fire,2018,5,2,16,0,36.85156,-120.77206,1
Alpha Fire,2018,5,4,11,44,33.389425,-117.502405,1
Tornado Fire,2018,5,4,14,48,33.504964,-117.148204,1
Woodchuck Fire,2018,5,4,18,53,33.467999,-117.003829,1
Shastina Fire,2018,5,9,18,11,41.65935,-122.48556,1
Jacques Fire,2018,5,9,22,0,33.40178,-117.27467,1
Volcan Fire,2018,5,10,20,41,33.12213,-116.58759,1
Grant Fire,2018,5,14,13,6,37.73835,-121.6039,1
Happy Fire,2018,5,17,12,53,34.74245,-120.18236,1
Patterson Fire,2018,5,17,14,19,33.62924,-117.05992,1
White Fire,2018,5,18,11,0,35.826333,-118.9821,1
Jelly Fire,2018,5,18,16,37,40.31759,-122.21032,1
Ager Fire,2018,5,19,13,4,41.791859,-122.513883,1
Plaza Fire,2018,5,20,13,7,37.056944,-121.01638,1
Bellagio Fire,2018,5,21,11,56,38.16303,-122.23059,1
Agua Fire,2018,5,22,14,13,33.35505,-117.03134,1
Experimental Fire,2018,5,23,14,30,37.0979,-119.75307,1
Water Fire,2018,5,24,10,43,35.56922,-120.12441,1
Cobble Fire,2018,5,26,14,52,36.75581,-119.42172,1
Keeler Fire,2018,5,27,17,5,37.21803,-121.76828,1
70th Fire,2018,5,28,7,23,33.53924,-116.10231,1
Chrome Fire,2018,5,28,17,33,39.65578,-122.58666,1
Stuhr Fire,2018,5,29,12,58,37.32744,-121.10903,1
Vineyard Fire,2018,5,29,13,11,35.71859,-120.64028,1
Grant Fire,2018,5,30,13,21,37.75375,-121.57918,1
Madison FIre,2018,6,1,13,31,38.64953,-122.01762,1
Open Fire,2018,6,1,15,20,39.46543,-122.65582,1
Plymire Fire,2018,6,1,16,7,40.201826,-122.29388,1
Coldwell Fire,2018,6,2,9,55,36.10499,-120.55324,1
Glen Fire,2018,6,2,12,42,37.99113,-121.86473,1
Aliso Fire,2018,6,2,13,7,33.55132,-117.72044,1
Jardin Fire,2018,6,2,15,53,33.45014,-117.22215,1
Black Fire,2018,6,3,8,55,39.80827,-122.3307,1
Grande Fire,2018,6,3,13,38,33.47413,-117.31468,1
Ethanac Fire,2018,6,3,14,17,33.742,-117.28189,1
Fairview Fire,2018,6,3,15,9,36.83036,-121.36446,1
Resort Fire,2018,6,3,16,11,35.75737,-120.91793,1
Martin Fire,2018,6,3,16,14,41.58233,-122.33769,1
Adobe Fire,2018,6,3,16,16,32.78031,-117.06782,1
Green Fire,2018,6,3,18,23,32.75072,-116.92404,1
Stone Fire,2018,6,4,12,40,34.5486,-118.31138,1
Meamber Fire,2018,6,4,15,8,41.64805,-122.98442,1
Airline Fire,2018,6,4,17,1,36.40755,-120.99322,1
Eastern Fire,2018,6,4,17,30,36.378333,-120.901167,1
ONeals Fire,2018,6,4,17,44,37.10181,-119.623981,1
Panoche Fire,2018,6,4,23,17,36.64832,-121.03253,1
Pallet Fire,2018,6,5,13,3,38.245151,-122.44408,1
Vista Fire,2018,6,5,13,45,33.40769,-117.22974,1
Recycle Fire,2018,6,6,9,46,32.63046,-116.46674,1
Bear Fire,2018,6,7,18,4,37.33924,-120.24315,1
Apple Fire,2018,6,9,14,10,39.94355,-122.3571,1
South Fire,2018,6,9,14,45,37.97638,-122.5275,1
Mission Fire,2018,6,9,15,30,37.97638,-122.5275,1
Sam Fire,2018,6,9,15,31,35.9352,-121.11936,1
Chrome Fire,2018,6,9,15,32,39.64978,-122.58218,1
Lions Fire,2018,6,11,12,0,37.571,-119.118,1
Liberty Fire,2018,6,11,12,16,38.24033,-121.09199,1
Santiago Fire,2018,6,11,17,4,33.787838,-117.746625,1
Euclid Fire,2018,6,12,14,22,33.925862,-117.654299,1
Portola Fire ,2018,6,12,14,56,34.110516,-118.427886,1
Beaver Fire,2018,6,12,15,6,36.37532,-120.862579,1
Vista Fire,2018,6,13,12,38,35.663607,-120.670311,1
Spring Fire,2018,6,13,21,6,40.394073,-122.135924,1
70 Fire,2018,6,14,15,18,39.602703,-121.617698,1
Bridle Fire,2018,6,14,17,2,33.524412,-116.821724,1
Creston FIre,2018,6,14,17,23,35.58354,-120.624135,1
Tumbleweed Fire,2018,6,14,17,45,40.3768,-120.36403,1
Planada Fire,2018,6,15,10,34,37.39339,-120.34207,1
Raymond Fire,2018,6,15,11,46,37.14663,-119.91223,1
Boyer Fire,2018,6,15,13,37,37.47677,-119.84299,1
Oregon Fire,2018,6,16,11,47,39.549167,-121.521111,1
Creek Fire,2018,6,16,14,4,38.886518,-122.476381,1
Willow Fire,2018,6,16,15,10,38.015323,-121.998967,1
China Fire,2018,6,17,13,58,38.265645,-120.892404,1
Dinosaur Fire,2018,6,17,15,9,37.05876,-121.176354,1
Vallecitos Fire,2018,6,17,15,56,37.627119,-121.806775,1
Wheeler Fire,2018,6,18,12,30,37.707234,-120.199162,1
Iron Fire,2018,6,19,15,19,37.779209,-121.908976,1
Ranchita Fire,2018,6,19,16,6,35.77017,-120.57833,1
Yankee Fire,2018,6,20,18,22,35.73629,-120.75593,1
Creek Fire,2018,6,21,16,45,35.05747,-120.39295,1
Lane Fire,2018,6,23,11,38,40.35068,-121.77867,1
Stoll Fire,2018,6,23,12,52,40.18395,-122.27574,1
Bascom Fire,2018,6,23,12,54,40.52909,-122.17457,1
Sierra Fire,2018,6,23,13,15,40.12791,-122.19792,1
Pawnee Fire,2018,6,23,17,21,39.0674,-122.59848,1
Canyon Fire,2018,6,23,19,39,34.53765,-118.75495,1
Creek Fire,2018,6,24,12,29,40.50318,-122.42308,1
Flat Fire,2018,6,24,13,54,37.80785,-120.30187,1
Horse Fire,2018,6,24,15,28,37.95766,-120.68902,1
Romero Fire,2018,6,24,16,11,37.08529,-121.09354,1
San Ardo,2018,6,26,7,11,35.95515,-120.86256,1
Fox Fire,2018,6,26,11,16,35.33916,-120.71488,1
Shippee Fire,2018,6,26,12,56,39.59872,-121.78208,1
Anchor Fire,2018,6,27,12,39,36.696879,-119.304499,1
Hyatt Fire,2018,6,27,15,9,40.316137,-120.45053,1
Cherry Fire,2018,6,27,19,46,41.83359,-122.99272,1
Flat Fire,2018,6,28,18,1,40.60402,-122.9144,1
Llano Fire,2018,6,29,11,44,39.6139,-121.954098,1
Waverly Fire,2018,6,29,15,11,38.052055,-120.945482,1
Grant Fire,2018,6,29,15,46,38.595865,-121.17693,1
Valley Fire,2018,6,29,16,6,37.94714,-121.9921,1
Sheep Fire,2018,6,29,17,53,35.1234,-118.72905,1
Tesla Fire,2018,6,29,20,59,37.66074,-121.67144,1
Creek Fire,2018,6,30,12,12,34.17711,-117.15381,1
County Fire,2018,6,30,14,12,38.80583,-122.18183,1
Petersburg Fire,2018,7,1,18,13,41.085,-123.051,1
Buckingham Fire,2018,7,2,14,25,37.86339,-122.12351,1
Stony Fire,2018,7,4,13,14,39.2976,-122.512012,1
Par Fire,2018,7,4,13,30,39.491737,-121.637759,1
Benton Fire,2018,7,4,14,20,33.56349,-116.732032,1
Shingle Fire,2018,7,4,17,9,38.539806,-121.059979,1
Klamathon Fire,2018,7,5,12,31,41.893332,-122.534655,1
Peach Fire ,2018,7,5,15,12,39.038859,-123.38493,1
Box Fire,2018,7,6,9,36,34.22526,-117.40967,1
Building Fire,2018,7,6,10,11,32.619855,-116.764733,1
Bridle Fire,2018,7,6,10,40,37.06367,-121.53586,1
Valley Fire,2018,7,6,13,29,34.095568,-116.958806,1
Irish Fire,2018,7,6,14,42,38.42623,-120.95408,1
Holiday Fire,2018,7,6,20,40,34.463889,-119.831389,1
West Fire,2018,7,6,23,39,32.833674,-116.7311,1
Georges Fire,2018,7,8,13,36,36.6734,-118.21881,1
Lebec Fire,2018,7,8,13,38,34.86022,-118.87881,1
Vista Fire,2018,7,8,14,41,40.62693,-122.23449,1
Bruce Fire,2018,7,8,16,45,37.79718,-121.85311,1
Grant Fire,2018,7,8,17,38,37.75646,-121.60646,1
Spring 2 Fire,2018,7,9,16,46,39.06715,-122.59789,1
Cornerstone Fire,2018,7,9,17,54,37.19817,-119.80414,1
Dale Fire,2018,7,9,18,30,40.33682,-121.93908,1
Dark Fire,2018,7,10,12,42,39.66492,-121.51772,1
Curie Fire,2018,7,10,15,8,37.22545,-121.79189,1
Hale Fire,2018,7,10,16,45,37.163594,-121.702547,1
School Fire,2018,7,10,17,31,37.22791,-119.50461,1
Panoche Fire,2018,7,11,16,40,36.65351,-121.0454,1
Idria Fire,2018,7,12,12,57,36.59036,-120.82355,1
Stoney Fire,2018,7,12,22,45,39.77124,-121.76859,1
Gray Fire,2018,7,13,14,32,34.171786,-117.35606,1
Ferguson Fire,2018,7,13,21,36,37.6549,-119.88581,1
Eagle Fire,2018,7,13,22,3,41.29363,-120.11461,1
3-2 Fire,2018,7,14,15,0,39.99309,-120.02137,1
Lariat Fire,2018,7,14,20,40,40.00293,-122.44008,1
Kelley Fire,2018,7,14,20,46,41.50105,-120.61108,1
Steamboat Fire,2018,7,15,9,58,41.70877,-122.47293,1
3-10 Fire,2018,7,15,11,55,40.95234,-121.21597,1
Johnson Fire,2018,7,15,16,14,41.34453,-123.85404,1
3-18 Fire,2018,7,15,16,45,41.08583,-121.05722,1
Tuscan Fire,2018,7,15,17,15,40.27754,-122.11375,1
Natchez Fire,2018,7,15,18,30,41.95113,-123.54642,1
3-16 Fire,2018,7,15,18,54,40.94666,-121.27049,1
Camp Fire,2018,7,17,11,13,35.70086,-120.97339,1
Border Fire,2018,7,17,14,5,32.557566,-116.8663,1
Lott Fire,2018,7,17,19,3,41.632373,-122.37985,1
Cruces Fire,2018,7,18,11,55,34.54305556,-120.31805556,1
Eighty Eight Fire,2018,7,18,14,24,38.59694444,-121.99388889,1
Simmons Fire,2018,7,19,12,0,39.57202,-121.43131,1
Ben Fire,2018,7,19,13,7,37.28365,-119.97546,1
Horse Creek Fire,2018,7,19,16,25,36.42638,-118.70443,1
Skyline Fire,2018,7,19,17,22,33.836101,-117.607577,1
Cinnamon Fire,2018,7,20,13,7,33.04898,-116.78928,1
Highland Fire,2018,7,20,13,26,40.741186,-122.649626,1
Windmill Fire,2018,7,20,14,23,34.62412,-120.22298,1
Carder Fire,2018,7,21,14,40,38.91152,-122.86854,1
Mustang Fire,2018,7,21,15,1,35.64917,-120.71907,1
Rock Fire,2018,7,21,15,50,35.68539,-120.95157,1
Heart Fire,2018,7,21,16,22,39.279833,-123.258319,1
Country Fire,2018,7,22,13,6,37.449425,-121.88807,1
Pico Fire,2018,7,23,12,55,34.38039,-118.60441,1
Carr Fire,2018,7,23,13,15,40.65428,-122.62357,1
Martinez Fire,2018,7,23,14,55,33.56921,-116.154398,1
Crestline Fire,2018,7,24,15,24,40.824,-121.90215,1
Roxie Fire (Formerly 1-1 Fire),2018,7,24,16,2,40.34822,-120.82497,1
Hidden Fire,2018,7,25,14,11,36.796,-121.40604,1
Marsh Fire,2018,7,25,14,41,37.89612,-121.85847,1
Patterson Fire,2018,7,25,16,5,37.71173,-121.55604,1
Church Fire,2018,7,25,16,14,37.07793,-121.600023,1
Ribbon Fire,2018,7,26,10,12,33.571763,-116.500058,1
Ranch Fire (Mendocino Complex),2018,7,27,12,5,39.243283,-123.103367,1
Balch Fire,2018,7,27,12,14,36.21634,-118.82989,1
River Fire (Mendocino Complex),2018,7,27,13,1,39.04786,-123.11971,1
Pasqual Fire,2018,7,27,13,28,33.07892,-116.91845,1
Whaleback Fire,2018,7,27,13,32,40.633536,-120.868091,1
Breckenridge Fire,2018,7,27,16,12,35.387408,-118.817934,1
Rock Fire,2018,7,28,15,14,33.41476,-117.24044,1
Sobrante Fire,2018,7,28,15,38,33.85852,-117.43521,1
Steele Fire,2018,7,28,16,30,38.51943,-122.18353,1
Corner Fire,2018,7,29,16,22,40.95673,-121.6002,1
Owens Fire,2018,7,31,15,7,37.735461,-118.970443,1
Eel Fire,2018,7,31,15,28,39.82877,-123.08489,1
Butte Fire,2018,7,31,17,34,39.186144,-121.792885,1
Sunset Fire,2018,8,1,13,11,38.82426,-121.451307,1
Bumper Fire,2018,8,1,13,57,38.645,-120.874167,1
