incident_name,incident_created_year,incident_created_month,incident_created_day,incident_created_hour,incident_created_minute,incident_acres_burned,incident_longitude,incident_latitude,incident_extinguished_year,incident_extinguished_month,incident_extinguished_day,incident_extinguished_hour,incident_extinguished_minute
Lost Lake Fire ,2022,05,26,21,31,5856,-114.484173,34.010838,2023,06,04,09,29
Old Fire,2022,05,31,15,35,570,-122.270417,38.370078,2022,06,05,16,03
Range Fire,2022,06,03,10,59,93,-118.721683,35.199501,,,,,
62 Fire,2022,06,04,23,15,60,-116.23339,33.59823,2022,06,08,10,06
Hesperia Fire,2022,06,06,16,47,95,-117.34635,34.31267,2022,06,10,08,17
Eagle Fire,2022,06,06,17,50,36,-120.56019,35.72373,2022,06,07,08,07
Marsh Fire,2022,06,09,14,21,159,-121.696808,37.895892,,,,,
Park Fire,2022,06,09,15,53,54,-121.431372,39.385829,2022,06,11,17,07
Graham Fire,2022,06,10,11,51,100,-121.776,40.05,2022,06,16,14,02
Plant Fire,2022,06,11,02,49,517,-118.9253809,34.9324042,2022,06,14,19,00
Brandie Fire,2022,06,11,17,22,72,-121.392285,39.319804,,,,,
Sheep Fire,2022,06,12,06,45,865,-117.61508,34.355593,2023,06,22,09,29
Barrett Fire,2022,06,12,18,16,65,-116.5882585,32.8134303,2022,06,15,16,56
Border 13 Fire ,2022,06,13,14,56,577,-116.737119,32.614832,,,,,
Rancho Fire,2022,06,13,16,16,593,-122.45621,40.00919,2022,06,18,14,01
Border 16,2022,06,21,10,08,70,-116.750667,32.567333,2022,06,22,19,48
Edgewood,2022,06,21,14,30,20,-122.27742,37.459222,2022,06,26,11,38
99 Fire,2022,06,22,12,00,66,-121.68694,39.37879,2022,06,22,20,01
Thunder Fire ,2022,06,22,18,41,2500,-118.889446,34.936618,2022,06,27,13,30
Canyon Fire ,2022,06,23,13,47,71,-121.903018,37.642217,,,,,
Timm Fire,2022,06,23,14,15,26,-121.97785,38.42619,,,,,
Scenic Fire ,2022,06,23,14,37,120,-122.191103,38.046255,,,,,
Tesla Fire,2022,06,23,17,39,552,-121.556086,37.365652,2023,06,23,09,26
Romero Fire,2022,06,23,18,34,349,-121.97785,38.42619,2022,06,24,07,25
Kirker Fire ,2022,06,24,12,20,90,-121.908735,37.97689,2022,06,24,17,20
Union Fire,2022,06,25,17,22,110,-117.462524,33.968307,2022,06,29,17,00
Ridge Fire,2022,06,26,08,13,12,-122.359698,41.317476,,,,,
Roblar Fire ,2022,06,27,15,47,63,-122.796221,38.323263,2022,06,27,18,35
Redwood Fire,2022,06,27,16,27,113,-122.574563,38.163521,,,,,
Camino Fire,2022,06,28,11,57,387,-120.437395,35.136141,,,,,
Burrows Fire ,2022,06,28,13,09,317,-122.55002,39.713372,,,,,
Rices Fire,2022,06,28,14,00,904,-121.192271,39.319145,2022,07,05,14,22
Evan Hewes,2022,06,29,12,53,,-115.71861,32.79106,,,,,
Nelson Fire,2022,06,30,15,18,328,-121.650851,39.524038,,,,,
Sandra Fire,2022,06,30,16,08,34,-121.366789,39.480813,,,,,
Table Fire,2022,07,01,13,31,52,-119.576797,37.013878,2022,07,03,18,00
Garrison Fire,2022,07,04,09,26,138,-120.819059,35.8640822,2022,07,05,18,00
Electra Fire,2022,07,04,18,42,4470,-120.665415,38.334802,,,,,
Jan-Dar Fire,2022,07,04,18,51,30,-121.430071,39.42972,,,,,
Nome Fire,2022,07,05,17,15,20,-123.2055576,39.8166571,2022,07,06,07,00
Washburn Fire,2022,07,07,14,13,4886,-119.614,37.499,2023,08,03,09,29
Bay Fire,2022,07,08,13,10,30,-121.372749,39.300253,2022,07,10,18,00
Porter Fire,2022,07,09,15,36,166,-121.344587,39.020051,,,,,
Harbison,2022,07,12,18,28,37,-116.8460273,32.7947379,2022,07,13,14,35
Herman Fire,2022,07,13,16,56,115,-122.1347757,38.0936839,,,,,
Peter Fire ,2022,07,14,16,56,304,-122.3182313,40.4411992,2022,07,19,08,06
Grant Fire,2022,07,14,17,46,74,-121.1183895,38.5570067,,,,,
Rainbow Fire,2022,07,16,13,05,60,-122.433855,40.010233,2022,07,19,06,00
Border 27 Fire,2022,07,17,11,25,100,-116.6077664,32.6077664,2022,07,19,17,00
Riosa Fire,2022,07,17,12,27,38,-121.340201,38.9848309,2022,07,18,08,23
Bell Fire,2022,07,17,16,36,43,-123.598273,39.90557,2022,07,20,07,00
Agua Fire,2022,07,18,13,13,421,-120.02107,37.481701,,,,,
Winding Fire,2022,07,18,16,43,82,-121.27693,39.314076,2022,07,26,08,00
Meadow Fire ,2022,07,19,12,25,17,-123.33756,39.058043,2022,07,22,18,30
Flynn Fire ,2022,07,19,19,08,121,-121.656106,37.719206,2022,07,20,07,00
Slate Fire ,2022,07,21,14,22,64,-120.4422218,37.935092,2022,07,22,17,30
Anzar Fire,2022,07,21,15,21,104,-121.604728,36.8927679,2022,07,27,19,24
Oak Fire ,2022,07,22,14,10,19244,-119.9234728,37.5509366,,,,,
Cable Fire ,2022,07,26,16,24,20,-120.63742,38.75794,2022,07,28,19,30
Casner Fire,2022,07,27,12,18,174,-116.7626279,33.0819687,,,,,
Apple Fire,2022,07,27,15,08,39,-121.304167,39.323167,2022,08,02,11,03
McKinney Fire ,2022,07,29,14,16,60138,-122.894782,41.833813,,,,,
Highway Fire,2022,07,29,17,06,28,-117.3463886,34.312437,2022,07,31,13,09
Yeti and Alex Fire,2022,07,29,17,14,,-123.278,41.868,,,,,
Mesa Fire,2022,07,30,16,05,222,-118.4125811,35.5745007,,,,,
Shackleford Fire,2022,07,30,18,06,31,-123.0213226,41.5734543,2022,08,05,18,30
Kelsey Fire,2022,07,30,21,17,85,-123.1193265,41.6430162,2022,08,07,11,51
Pebble Fire,2022,07,31,14,27,55,-119.1902259,36.6760553,,,,,
Meamber Fire,2022,07,31,19,17,63,-122.988315,41.640867,2022,08,06,18,30
Marmot Fire,2022,08,02,13,35,127,-118.853671,36.378236,2022,08,06,18,15
Summit Fire,2022,08,03,10,16,1400,-118.650278,36.319167,,,,,
Springs Fire,2022,08,03,15,16,51,-120.50806,37.84349,2022,08,04,16,00
Smokey Fire ,2022,08,04,09,05,34,-122.7825581,41.9708541,2022,08,09,09,56
Red Fire,2022,08,04,10,04,,-119.471,37.661,2023,06,14,09,30
Six Rivers (SRF) Lightning Complex,2022,08,05,21,44,,-123.5862017,40.9269568,,,,,
3-8 Fire ,2022,08,08,02,30,14,-121.211449,41.060445,2022,08,15,08,34
Rodgers Fire,2022,08,08,10,09,,-119.552,37.954,,,,,
S-2 Fire,2022,08,10,14,17,,-120.008429,41.649229,,,,,
Sam Fire,2022,08,10,16,07,149,-118.732882,34.765322,,,,,
Rail Fire,2022,08,14,17,40,250,-118.6292243,35.2882644,2022,08,17,18,30
Oak Fire,2022,08,15,15,48,19244,-120.9526,39.04941,2022,08,31,16,00
Eden Fire,2022,08,15,16,21,58,-121.97822,37.70049,2022,08,15,23,52
Wishon Fire,2022,08,15,17,15,325,-118.71829,36.17768,2022,08,28,12,00
Los Bueyes,2022,08,16,12,38,,-121.23129,36.003814,,,,,
Quail Fire,2022,08,17,17,31,53,-118.60811,34.48202,2022,08,18,19,18
Pleasant Fire,2022,08,20,16,35,48,-121.1329,39.2805,2022,08,29,16,00
Point Fire,2022,08,20,19,26,14,-122.6556,38.9494,,,,,
East Fire,2022,08,25,13,39,150,-117.8004523,34.2338842,,,,,
Still Fire,2022,08,27,11,43,44,-121.1103,39.0543,2022,08,29,16,00
Ranch Fire,2022,08,29,07,53,26,-123.9477,41.4626,2022,09,01,17,00
Gulch Fire,2022,08,29,11,26,113,-117.8608,34.2026,2022,09,07,08,30
McCovey Fire,2022,08,29,19,53,25,-123.9277,41.4672,2022,08,30,17,30
Route Fire,2022,08,31,12,01,5208,-118.6479,34.5255,2022,09,06,08,46
Border 32,2022,08,31,14,17,4456,-116.707395,32.612181,,,,,
Branstetter Fire ,2022,09,01,12,13,34,-122.3975,40.5336,,,,,
Walker Fire,2022,09,01,15,59,124,-123.3159,39.3669,,,,,
Woods Fire,2022,09,01,20,40,21,-120.4013,37.968,,,,,
Mill Fire,2022,09,02,12,49,3939,-122.3852,41.4303,2022,09,14,18,45
Mountain Fire ,2022,09,02,15,48,13440,-122.627469,41.459009,,,,,
Tower Fire,2022,09,02,16,18,73,-120.7489517,38.0182816,,,,,
Sandia Fire,2022,09,04,13,42,30,-117.246996,33.432924,2022,09,05,20,00
Radford Fire,2022,09,05,11,52,1079,-116.882,34.177,2022,09,30,12,42
Caesar Fire,2022,09,05,12,00,50,-116.811345,33.064629,,,,,
Fairview Fire,2022,09,05,16,00,28098,-116.893227,33.717062,,,,,
Hill Fire,2022,09,06,07,40,11,-120.816083,39.1252,2022,09,15,16,00
Rosa Fire,2022,09,06,15,15,16,-121.012313,35.580125,2022,09,06,20,20
Power Fire ,2022,09,06,16,23,130,-119.485927,37.080478,,,,,
Mosquito Fire,2022,09,06,18,00,76788,-120.7447,39.00591,2022,10,22,10,18
Coyote Fire,2022,09,07,14,52,297,-121.839853,41.8739166,2022,09,13,19,19
Fork Fire ,2022,09,07,15,30,819,-119.50881,37.21945,2022,09,14,18,58
Barnes Fire,2022,09,07,15,59,5843,-120.29122,41.87117,2022,09,28,12,43
Eliza Fire,2022,09,08,19,57,,-122.692408,41.793769,,,,,
Forward Fire,2022,09,09,14,31,160,-121.81822,40.44109,2022,09,17,07,26
Dutch Fire,2022,09,13,12,51,48,-120.8266,39.1902,,,,,
Garden Fire,2022,09,17,14,58,29,-121.2122,39.9929,,,,,
Irie Fire,2022,09,21,07,29,,-118.752908,36.007323,,,,,
Manzanita Fire ,2022,09,23,15,23,,-117.1529,34.1776,,,,,
97 Fire,2022,09,27,08,54,30,-122.3414,41.4987,,,,,
Howard Fire,2022,10,08,15,42,,-119.167059,34.560597,,,,,
Pleasant Fire ,2022,10,23,12,55,50,-118.50091,37.38939,2022,10,25,12,00
Nob Fire,2023,04,26,10,16,,-117.565833,34.293103,,,,,
66 Fire,2023,05,15,12,10,127,-116.092746,33.569342,2023,05,18,19,00
Johnson Fire,2023,05,20,20,34,,-116.0614,33.4626,2023,05,23,10,23
Point Fire,2023,05,21,17,45,10,-122.47542,40.417676,,,,,
Ramona Fire,2023,05,22,14,11,348,-117.033714,33.823424,2023,05,25,20,00
Pistol Fire,2023,05,30,11,32,123,-119.6801,36.9466,2023,05,30,18,36
Sicard Fire,2023,05,30,14,05,13,-121.3475,39.2349,,,,,
Orange Fire,2023,06,01,16,46,108,-119.2971,36.678,2023,06,02,15,52
Panoche Fire,2023,06,03,14,26,65,-120.8991,36.7536,2023,06,04,12,36
Valley Fire,2023,06,03,15,53,135,-118.8582,36.0322,2023,06,04,17,15
Range Fire,2023,06,04,17,38,72,-121.3319,36.4647,2023,06,05,18,49
Rodeo Fire,2023,06,09,16,46,15,-119.304258,36.70984,,,,,
Gulch Fire,2023,06,10,15,07,25,-120.1499,37.4404,,,,,
Geology Fire,2023,06,10,16,01,,-116.0533,33.896,,,,,
Henderson Fire,2023,06,14,16,41,21,-122.7145,39.023,2023,06,16,18,59
Frank Fire,2023,06,15,14,06,32,-122.5955,40.2869,2023,06,16,19,00
Scott Fire,2023,06,15,17,26,115,-121.3686,39.3256,,,,,
Snell Fire,2023,06,16,17,36,103,-122.4379,38.6994,2023,06,19,06,00
Wildcat Fire,2023,06,16,20,11,,-119.2043,36.9351,,,,,
Rocky Fire,2023,06,18,09,31,141,-119.0828,36.3002,,,,,
Slough Fire,2023,06,18,11,31,540,-120.188,36.5737,,,,,
Garbani Fire,2023,06,20,12,55,43,-117.201092,33.656034,,,,,
Black Wood Fire,2023,06,20,23,38,37,-116.34461,32.734788,,,,,
Viper Fire,2023,06,21,10,19,25,-117.138268,33.984167,,,,,
Harney Fire,2023,06,21,17,30,37,-120.3728742,37.8558452,2023,06,23,18,25
Peoria Fire,2023,06,23,11,00,59,-121.3801,39.258,2023,06,25,17,00
Balfour Fire,2023,06,25,13,20,74,-121.7676,37.9143,2023,06,25,14,30
Nice Fire,2023,06,27,15,13,90,-117.0957,34.0568,2023,07,01,11,00
Juniper Fire,2023,06,27,15,30,68,-117.330286,33.787329,2023,06,29,18,00
Crane Fire,2023,06,27,23,04,24,-119.0137,36.8675,2023,06,28,18,00
Champagne Fire ,2023,06,30,14,11,25,-118.4252,34.9516,2023,06,30,19,00
Gann Fire,2023,07,02,12,35,105,-120.798285,38.114444,2023,07,03,17,00
Whiskey Fire,2023,07,03,15,18,,-119.46781,37.193819,2023,07,16,14,29
Peter Fire,2023,07,03,17,32,14,-118.193056,34.516944,2023,07,03,20,00
Roundup Fire,2023,07,04,14,40,34,-117.186767,34.38695,2023,07,05,19,27
Bernasconi Fire,2023,07,04,17,45,18,-117.153554,33.838928,2023,07,04,19,45
Lincoln Fire,2023,07,05,09,09,39,-116.078906,33.583941,2023,07,06,18,00
Day Fire,2023,07,05,18,26,56,-117.278984,33.837311,2023,07,06,16,00
Frog Fire,2023,07,06,15,32,33,-117.0575,33.479,2023,07,07,16,00
District Fire,2023,07,07,14,27,1044,-118.9033,34.8866,2023,07,10,17,40
Village Fire,2023,07,08,17,21,,-117.5072,34.0204,2023,07,08,20,30
Park Fire,2023,07,09,16,28,64,-116.5836,32.6003,2023,07,12,15,00
Vineyard Fire,2023,07,09,18,31,355,-120.8169,35.8,2023,07,10,17,13
Rider Fire,2023,07,11,12,43,12,-117.2616,33.8302,2023,07,11,19,14
Snake Fire,2023,07,11,14,22,30,-117.348,33.7505,2023,07,13,07,58
Carbon Fire,2023,07,11,15,10,58,-120.98731,38.43948,,,,,
Spring Fire,2023,07,11,16,46,35,-117.124,33.9364,2023,07,12,07,00
Liberty Fire,2023,07,11,18,11,71,-121.0089,38.2387,,,,,
Avocado Fire,2023,07,12,16,29,10,-117.300098,33.505725,2023,07,13,06,30
Pulsar Fire,2023,07,13,20,39,12,-117.068009,33.821929,2023,07,14,20,37
Reche Fire,2023,07,14,00,58,437,-117.2169,33.9835,2023,07,21,06,00
Highland Fire,2023,07,14,14,57,105,-116.946498,33.907342,2023,07,17,18,27
Rabbit Fire,2023,07,14,15,30,8283,-117.070916,33.889467,2023,07,22,17,00
Gavilan Fire,2023,07,15,15,28,338,-117.358124,33.817004,2023,07,21,17,00
Lodoga Fire,2023,07,16,21,46,22,-122.466,39.2694,2023,07,19,12,09
Stony Fire,2023,07,18,14,48,89,-122.5259,39.6685,2023,07,20,08,00
Juniper Fire,2023,07,18,20,59,15,-120.5689,36.1132,2023,07,19,16,00
Oak Fire,2023,07,19,14,02,137,-117.4261,34.0182,2023,07,20,17,00
Idria Fire,2023,07,19,23,32,296,-120.801732,36.490487,2023,07,22,06,00
Wonder Fire,2023,07,24,16,15,162,-122.3232056,40.7316228,,,,,
Agua Fire,2023,07,25,14,17,,-118.326389,34.438333,2023,08,11,09,05
Long Fire,2023,07,25,15,24,33,-119.1521739,36.6932792,,,,,
Victor Fire,2023,07,25,15,25,70,-118.507954,34.356691,2023,07,27,08,22
Turkey Fire,2023,07,26,14,17,65,-121.399989,39.446994,2023,08,03,14,53
Bonny Fire,2023,07,27,14,52,2322,-116.7247,33.4769,2023,08,09,08,32
Sunset Fire,2023,07,27,18,49,103,-116.9081,33.9372,2023,07,28,17,00
Scodie Fire,2023,07,28,21,28,20,-118.2148,35.6967,,,,,
Flynn Fire,2023,07,29,19,09,80,-121.6065,37.7356,2023,07,30,06,00
Shell Fire,2023,07,30,11,56,100,-120.334625,35.458459,2023,08,02,20,26
York Fire,2023,08,01,09,07,,-115.317389,35.191889,,,,,
Nuevo Fire,2023,08,01,10,04,20,-117.11938,33.7995,,,,,
RV Fire,2023,08,01,13,54,29,-120.8839,36.9648,,,,,
East Fire ,2023,08,01,14,26,1540,-118.875657,35.490591,2023,08,02,20,28
Haberkern Fire,2023,08,01,16,00,35,-119.988888,36.7611111,2023,08,02,20,26
Beale Fire,2023,08,01,16,00,61,-120.181725,35.403564,,,,,
Tecuya Fire,2023,08,02,07,30,,-118.997325,34.847129,2023,08,07,08,00
Stanley Fire,2023,08,02,13,59,16,-116.84334,33.602019,,,,,
Almond Fire,2023,08,02,23,44,95,-116.76111,33.91436,2023,08,02,09,50
Clayton Fire,2023,08,03,14,28,68,-121.464716,37.368648,,,,,
Ridge Fire,2023,08,04,14,45,28,-122.624538,40.735974,2023,08,06,06,00
Boulevard Fire,2023,08,04,14,49,88,-118.2951023,35.0990626,2023,08,06,07,01
No Name Fire,2023,08,05,17,42,1120,-117.8875,35.78611,2023,08,07,17,00
Pass ,2023,08,06,16,16,36,-116.3017,32.68535,,,,,
Almond Fire,2023,08,06,16,52,5229,-119.835808,35.614674,,,,,
Bunnie Fire,2023,08,09,11,18,184,-116.855731,32.994676,2023,08,11,16,00
Cemetery Fire,2023,08,09,14,00,68,-121.68793,39.377918,2023,08,09,18,00
Rock Fire,2023,08,09,14,35,532,-117.150639,33.871189,2023,08,10,16,00
Hernandez Fire,2023,08,10,18,47,75,-120.9783812,36.4392121,2023,08,11,20,00
Dry Creek Complex,2023,08,10,18,51,441,-119.0113,36.5323,,,,,
Rinconada Fire,2023,08,11,19,00,,-120.0175,35.0832,2023,08,12,08,00
Trotter,2023,08,14,11,10,52,-118.6027987,35.1387962,2023,08,16,17,00
Smith River Complex,2023,08,15,07,00,,-123.868447,41.958269,,,,,
South Fork Complex,2023,08,15,08,00,,-123.662677,40.623606,,,,,
Bitter Fire,2023,08,15,17,56,703,-120.0574,35.4854,2023,08,16,06,19
SKU August Lightning Complex,2023,08,15,19,48,883,-121.5041,41.2477,2023,08,25,07,00
Deep Fire,2023,08,16,08,28,,-122.94871,40.93686,2023,10,10,14,44
Slide 1 Fire,2023,08,16,08,35,,-122.855,40.036944,2023,08,23,01,30
Happy Camp Complex,2023,08,16,10,27,,-123.045093,41.777554,2023,10,23,01,30
Highway Fire,2023,08,16,15,35,,-120.788152,39.339386,,,,,
Cochrane Fire,2023,08,16,17,31,72,-121.67208,37.18725,2023,08,23,14,24
Coyote Fire,2023,08,17,12,11,466,-116.6415,32.6347,,,,,
Thirty Five Fire,2023,08,17,12,36,109,-122.3287,39.6194,2023,08,17,17,00
Plant Fire,2023,08,19,13,25,,-119.73328,34.9190169,2023,08,31,15,00
SRF Lightning Complex,2023,08,20,11,16,,-123.611167,41.017222,2023,10,27,11,53
Creek Fire,2023,09,06,15,30,28,-122.601667,38.903333,2023,09,11,12,27
Knoll Fire,2023,09,10,12,46,32,-120.7942,38.18291,2023,09,12,18,00
Alta Fire,2023,09,12,15,35,14,-122.1796,38.3702,2023,09,13,17,30
Caliente Fire,2023,09,16,15,37,55,-118.616,35.2674,2023,09,17,18,18
Meadow Fire,2023,09,26,14,08,23,-117.279764,33.753608,,,,,
Green Fire,2023,10,06,12,05,243,-120.9739,35.5421,2023,10,09,18,48
Grade Fire,2023,10,06,12,35,,-120.1959,34.5423,,,,,
Williams Fire,2023,10,06,15,47,44,-121.07148,36.0295,,,,,
Wiley Fire,2023,10,07,14,49,36,-121.981732,38.265241,2023,10,10,15,15
Avenales Fire,2023,10,12,22,50,,-120.1924,35.2087,2023,10,17,17,00
King Fire,2023,10,14,15,13,,-119.3594,37.2147,2023,10,27,17,00
Stanley Fire,2023,10,17,20,30,5,-116.857302,33.592915,,,,,
Border 34 Fire,2023,10,29,15,29,24,-116.9196,32.598,2023,10,30,14,00
Highland Fire,2023,10,30,12,37,2487,-116.82307,33.438207,,,,,
Lizzie Fire,2023,10,30,14,14,124,-120.644,35.2808,2023,11,01,18,20
